Place Name,Quarter,State,Total Amount,Total Transactions count,Year
west siang district,4,arunachal-pradesh,14013986.24482587,3813.0,2018
kamle district,4,arunachal-pradesh,361497.05682825705,247.0,2018
upper siang district,4,arunachal-pradesh,2157332.9473089008,1041.0,2018
tirap district,4,arunachal-pradesh,10811742.67058608,5725.0,2018
papum pare district,4,arunachal-pradesh,154875448.2077814,55224.0,2018
kurung kumey district,4,arunachal-pradesh,759686.7195777439,444.0,2018
anjaw district,4,arunachal-pradesh,495578.19942643447,273.0,2018
siang district,4,arunachal-pradesh,2176630.237443937,822.0,2018
lower siang district,4,arunachal-pradesh,4533291.201383284,2883.0,2018
kra daadi district,4,arunachal-pradesh,3254327.442489025,750.0,2018
changlang district,4,arunachal-pradesh,32343047.413952347,13950.0,2018
pakke kessang district,4,arunachal-pradesh,462143.5189972004,297.0,2018
dibang valley district,4,arunachal-pradesh,97205.28808666342,40.0,2018
west kameng district,4,arunachal-pradesh,89194886.84322134,25439.0,2018
shi yomi district,4,arunachal-pradesh,42483.80153055695,61.0,2018
east siang district,4,arunachal-pradesh,34272134.34491677,12893.0,2018
upper subansiri district,4,arunachal-pradesh,8771042.079749444,2686.0,2018
east kameng district,4,arunachal-pradesh,5936855.710462087,1750.0,2018
lohit district,4,arunachal-pradesh,40510521.94979761,14268.0,2018
lepa rada district,4,arunachal-pradesh,3023578.1893019043,932.0,2018
tawang district,4,arunachal-pradesh,35921510.894032694,11104.0,2018
namsai district,4,arunachal-pradesh,17643523.29373534,7244.0,2018
lower dibang valley district,1,arunachal-pradesh,13738776.181438861,6314.0,2019
lower subansiri district,1,arunachal-pradesh,12615032.12289183,4994.0,2019
longding district,1,arunachal-pradesh,25349462.055245362,7287.0,2019
west siang district,1,arunachal-pradesh,19426751.30123389,5921.0,2019
kamle district,1,arunachal-pradesh,725807.1059240355,391.0,2019
upper siang district,1,arunachal-pradesh,2756678.3077581595,1154.0,2019
tirap district,1,arunachal-pradesh,14075747.836402498,6877.0,2019
papum pare district,1,arunachal-pradesh,188556716.3567257,70941.0,2019
kurung kumey district,1,arunachal-pradesh,2076644.1215012982,740.0,2019
anjaw district,1,arunachal-pradesh,4643030.795590812,2116.0,2019
siang district,1,arunachal-pradesh,2552682.037255951,1282.0,2019
lower siang district,1,arunachal-pradesh,6923301.927893572,3565.0,2019
kra daadi district,1,arunachal-pradesh,3797175.4842446605,1070.0,2019
changlang district,1,arunachal-pradesh,40239141.669717625,17589.0,2019
pakke kessang district,1,arunachal-pradesh,1682922.8373646357,545.0,2019
dibang valley district,1,arunachal-pradesh,301591.38639926765,102.0,2019
west kameng district,1,arunachal-pradesh,101333633.6760416,34289.0,2019
shi yomi district,1,arunachal-pradesh,212989.63045272,19.0,2019
east siang district,1,arunachal-pradesh,39284373.054099694,15621.0,2019
upper subansiri district,1,arunachal-pradesh,14105451.853243291,3880.0,2019
east kameng district,1,arunachal-pradesh,9107597.731491327,2688.0,2019
lohit district,1,arunachal-pradesh,42834776.778045304,15896.0,2019
lepa rada district,1,arunachal-pradesh,4054526.308789035,1523.0,2019
tawang district,1,arunachal-pradesh,39489779.13784294,13102.0,2019
namsai district,1,arunachal-pradesh,20065516.61635517,8600.0,2019
lower dibang valley district,2,arunachal-pradesh,13737167.747977601,5819.0,2019
lower subansiri district,2,arunachal-pradesh,14746949.65201063,5579.0,2019
longding district,2,arunachal-pradesh,23464027.89281261,6744.0,2019
west siang district,2,arunachal-pradesh,24549832.97718149,8041.0,2019
kamle district,2,arunachal-pradesh,1136776.6962042823,414.0,2019
upper siang district,2,arunachal-pradesh,3993676.3296563537,1079.0,2019
tirap district,2,arunachal-pradesh,18633793.43372325,6868.0,2019
papum pare district,2,arunachal-pradesh,246640891.34861863,86433.0,2019
kurung kumey district,2,arunachal-pradesh,4036511.9338615797,1427.0,2019
anjaw district,2,arunachal-pradesh,5220589.920801567,2473.0,2019
siang district,2,arunachal-pradesh,5373179.351887872,1654.0,2019
lower siang district,2,arunachal-pradesh,7075961.239041175,3791.0,2019
kra daadi district,2,arunachal-pradesh,4315353.218765283,1447.0,2019
changlang district,2,arunachal-pradesh,48891048.26477764,18631.0,2019
pakke kessang district,2,arunachal-pradesh,1750138.0587616218,687.0,2019
dibang valley district,2,arunachal-pradesh,214966.6162180208,98.0,2019
west kameng district,2,arunachal-pradesh,122521180.75595032,37430.0,2019
shi yomi district,2,arunachal-pradesh,65209.39364354455,13.0,2019
east siang district,2,arunachal-pradesh,46549881.23941852,16494.0,2019
upper subansiri district,2,arunachal-pradesh,18395806.56628409,4827.0,2019
east kameng district,2,arunachal-pradesh,8996397.735290494,2309.0,2019
lohit district,2,arunachal-pradesh,48893746.831022196,18693.0,2019
lepa rada district,2,arunachal-pradesh,5045595.906781289,2108.0,2019
tawang district,2,arunachal-pradesh,55915834.5871187,15960.0,2019
namsai district,2,arunachal-pradesh,22491356.65721929,9637.0,2019
lower dibang valley district,3,arunachal-pradesh,15177864.63915902,8405.0,2019
lower subansiri district,3,arunachal-pradesh,21059967.49943525,8828.0,2019
longding district,3,arunachal-pradesh,26620415.019238282,10269.0,2019
west siang district,3,arunachal-pradesh,30014806.81680297,11889.0,2019
kamle district,3,arunachal-pradesh,968784.5134103607,677.0,2019
upper siang district,3,arunachal-pradesh,3927440.4417752204,1419.0,2019
tirap district,3,arunachal-pradesh,21737827.19336869,11249.0,2019
papum pare district,3,arunachal-pradesh,301518075.7016427,117940.0,2019
kurung kumey district,3,arunachal-pradesh,3674797.099413435,1579.0,2019
anjaw district,3,arunachal-pradesh,9665384.074972186,4230.0,2019
siang district,3,arunachal-pradesh,6888800.898705382,2640.0,2019
lower siang district,3,arunachal-pradesh,9507511.569068512,5348.0,2019
kra daadi district,3,arunachal-pradesh,5520848.186492377,2187.0,2019
changlang district,3,arunachal-pradesh,58354823.443366826,29218.0,2019
pakke kessang district,3,arunachal-pradesh,2145842.2925678995,977.0,2019
dibang valley district,3,arunachal-pradesh,675909.9962923382,202.0,2019
west kameng district,3,arunachal-pradesh,147186019.8759076,53939.0,2019
shi yomi district,3,arunachal-pradesh,30367.754712275342,27.0,2019
east siang district,3,arunachal-pradesh,58040119.9573143,22611.0,2019
upper subansiri district,3,arunachal-pradesh,22099628.49449406,7803.0,2019
east kameng district,3,arunachal-pradesh,10631335.871797241,3814.0,2019
lohit district,3,arunachal-pradesh,54539458.214344315,24505.0,2019
lepa rada district,3,arunachal-pradesh,4930337.942058578,2928.0,2019
tawang district,3,arunachal-pradesh,72221026.28393415,24097.0,2019
namsai district,3,arunachal-pradesh,25507641.015596062,13453.0,2019
lower dibang valley district,4,arunachal-pradesh,21103089.24170351,10376.0,2019
lower subansiri district,4,arunachal-pradesh,29634357.48680521,11806.0,2019
longding district,4,arunachal-pradesh,29245021.39397645,11018.0,2019
west siang district,4,arunachal-pradesh,39460255.46641725,14581.0,2019
kamle district,4,arunachal-pradesh,1620922.3277442688,999.0,2019
upper siang district,4,arunachal-pradesh,12739585.63873403,4165.0,2019
tirap district,4,arunachal-pradesh,38467790.7269052,16459.0,2019
papum pare district,4,arunachal-pradesh,378838002.3434037,143272.0,2019
kurung kumey district,4,arunachal-pradesh,4526789.748638094,1343.0,2019
anjaw district,4,arunachal-pradesh,11887950.534618171,5417.0,2019
siang district,4,arunachal-pradesh,8833695.424992222,4756.0,2019
lower siang district,4,arunachal-pradesh,11985865.25916152,6628.0,2019
kra daadi district,4,arunachal-pradesh,7804936.327522229,2830.0,2019
changlang district,4,arunachal-pradesh,71874990.9639822,33963.0,2019
pakke kessang district,4,arunachal-pradesh,2287739.0120923957,1194.0,2019
dibang valley district,4,arunachal-pradesh,1240493.0270471391,267.0,2019
west kameng district,4,arunachal-pradesh,198205637.50055432,66740.0,2019
shi yomi district,4,arunachal-pradesh,170772.72677991798,232.0,2019
east siang district,4,arunachal-pradesh,72075285.44344108,26605.0,2019
upper subansiri district,4,arunachal-pradesh,28319761.87384963,9285.0,2019
east kameng district,4,arunachal-pradesh,19408662.748470772,5646.0,2019
lohit district,4,arunachal-pradesh,67502324.59236205,29281.0,2019
lepa rada district,4,arunachal-pradesh,8888753.875914622,4245.0,2019
tawang district,4,arunachal-pradesh,91949243.60711189,30077.0,2019
namsai district,4,arunachal-pradesh,32501252.235055383,18290.0,2019
lower dibang valley district,1,arunachal-pradesh,29552510.9414332,14400.0,2020
lower subansiri district,1,arunachal-pradesh,34273250.7179902,15770.0,2020
longding district,1,arunachal-pradesh,35267439.983279385,13240.0,2020
west siang district,1,arunachal-pradesh,47929440.73153875,19728.0,2020
kamle district,1,arunachal-pradesh,3418975.8263023924,1434.0,2020
upper siang district,1,arunachal-pradesh,17820679.64619372,7055.0,2020
tirap district,1,arunachal-pradesh,40877851.79372531,18369.0,2020
papum pare district,1,arunachal-pradesh,457430754.15953165,180373.0,2020
kurung kumey district,1,arunachal-pradesh,5942677.061635139,2294.0,2020
anjaw district,1,arunachal-pradesh,12808735.8587444,5025.0,2020
siang district,1,arunachal-pradesh,11962344.13711079,5136.0,2020
lower siang district,1,arunachal-pradesh,15520255.40397513,8047.0,2020
kra daadi district,1,arunachal-pradesh,10045462.795181291,3407.0,2020
changlang district,1,arunachal-pradesh,93461363.58699806,43858.0,2020
pakke kessang district,1,arunachal-pradesh,3425821.315796173,2044.0,2020
dibang valley district,1,arunachal-pradesh,878784.5955219769,397.0,2020
west kameng district,1,arunachal-pradesh,198712422.2374845,75363.0,2020
shi yomi district,1,arunachal-pradesh,566189.9936512378,117.0,2020
east siang district,1,arunachal-pradesh,82011539.42531273,33743.0,2020
upper subansiri district,1,arunachal-pradesh,33686711.81345673,12313.0,2020
east kameng district,1,arunachal-pradesh,20456070.89377439,7379.0,2020
lohit district,1,arunachal-pradesh,83701268.27182505,36985.0,2020
lepa rada district,1,arunachal-pradesh,11137993.767266,5721.0,2020
tawang district,1,arunachal-pradesh,84425193.41571434,31865.0,2020
namsai district,1,arunachal-pradesh,46444942.9567038,23112.0,2020
lower dibang valley district,2,arunachal-pradesh,42360072.526896134,26234.0,2020
lower subansiri district,2,arunachal-pradesh,46133123.51739678,25703.0,2020
longding district,2,arunachal-pradesh,54678022.50234371,20664.0,2020
west siang district,2,arunachal-pradesh,72790231.05472675,32777.0,2020
kamle district,2,arunachal-pradesh,4126243.0778709752,2397.0,2020
upper siang district,2,arunachal-pradesh,28048492.10512026,10899.0,2020
tirap district,2,arunachal-pradesh,63497030.84081016,28830.0,2020
papum pare district,2,arunachal-pradesh,535085907.34048563,221728.0,2020
kurung kumey district,2,arunachal-pradesh,11359743.45705319,3847.0,2020
anjaw district,2,arunachal-pradesh,18795023.53147722,7617.0,2020
siang district,2,arunachal-pradesh,18585670.46796793,9827.0,2020
lower siang district,2,arunachal-pradesh,23571085.32253689,13321.0,2020
kra daadi district,2,arunachal-pradesh,15730996.227462541,5264.0,2020
changlang district,2,arunachal-pradesh,128572447.9979738,69279.0,2020
pakke kessang district,2,arunachal-pradesh,4635272.064395212,3558.0,2020
dibang valley district,2,arunachal-pradesh,2559724.8369189673,966.0,2020
west kameng district,2,arunachal-pradesh,251395972.2250581,95421.0,2020
shi yomi district,2,arunachal-pradesh,1222863.4358782358,302.0,2020
east siang district,2,arunachal-pradesh,112693868.8099896,55680.0,2020
upper subansiri district,2,arunachal-pradesh,43140688.970285244,18056.0,2020
east kameng district,2,arunachal-pradesh,40506284.272980645,11791.0,2020
lohit district,2,arunachal-pradesh,114730675.47714491,56541.0,2020
lepa rada district,2,arunachal-pradesh,16064862.366431031,8601.0,2020
tawang district,2,arunachal-pradesh,121561732.24171808,44499.0,2020
namsai district,2,arunachal-pradesh,54870798.314045325,34972.0,2020
lower dibang valley district,3,arunachal-pradesh,63469161.32860388,27655.0,2020
lower subansiri district,3,arunachal-pradesh,59707234.22223007,26596.0,2020
longding district,3,arunachal-pradesh,63273209.984560445,21445.0,2020
west siang district,3,arunachal-pradesh,92449732.96070345,34295.0,2020
kamle district,3,arunachal-pradesh,5300885.9328534985,2618.0,2020
upper siang district,3,arunachal-pradesh,40210852.98915006,12707.0,2020
tirap district,3,arunachal-pradesh,81539831.5295825,30046.0,2020
papum pare district,3,arunachal-pradesh,859373863.7202579,298350.0,2020
kurung kumey district,3,arunachal-pradesh,13864822.73322653,4391.0,2020
anjaw district,3,arunachal-pradesh,31524690.46028902,9751.0,2020
siang district,3,arunachal-pradesh,21236201.53145476,10489.0,2020
lower siang district,3,arunachal-pradesh,28754627.349573273,12456.0,2020
kra daadi district,3,arunachal-pradesh,16181045.61263587,5676.0,2020
changlang district,3,arunachal-pradesh,159158438.9254108,73842.0,2020
pakke kessang district,3,arunachal-pradesh,6301715.335375749,3469.0,2020
dibang valley district,3,arunachal-pradesh,3061207.2925078664,899.0,2020
west kameng district,3,arunachal-pradesh,332812237.8096209,111029.0,2020
shi yomi district,3,arunachal-pradesh,3410288.130911609,521.0,2020
east siang district,3,arunachal-pradesh,176323789.9443782,69710.0,2020
upper subansiri district,3,arunachal-pradesh,70811197.57521853,24387.0,2020
east kameng district,3,arunachal-pradesh,43881134.37096395,13421.0,2020
lohit district,3,arunachal-pradesh,156523653.18643108,65889.0,2020
lepa rada district,3,arunachal-pradesh,22146313.373236038,10150.0,2020
tawang district,3,arunachal-pradesh,182137862.72423622,56016.0,2020
namsai district,3,arunachal-pradesh,76484566.53480485,37019.0,2020
lower dibang valley district,4,arunachal-pradesh,81929299.56817816,33455.0,2020
lower subansiri district,4,arunachal-pradesh,97681186.89595497,31411.0,2020
longding district,4,arunachal-pradesh,74890543.91561158,26089.0,2020
west siang district,4,arunachal-pradesh,125118193.0493962,45207.0,2020
kamle district,4,arunachal-pradesh,10000596.40939699,3611.0,2020
upper siang district,4,arunachal-pradesh,78146755.88828371,19943.0,2020
tirap district,4,arunachal-pradesh,104709589.66019578,36124.0,2020
papum pare district,4,arunachal-pradesh,1205917753.704622,390528.0,2020
kurung kumey district,4,arunachal-pradesh,17134470.4444281,4581.0,2020
anjaw district,4,arunachal-pradesh,49318880.51759694,17228.0,2020
siang district,4,arunachal-pradesh,32619173.238261122,12962.0,2020
lower siang district,4,arunachal-pradesh,33891568.64514145,14782.0,2020
kra daadi district,4,arunachal-pradesh,30458774.811469432,7619.0,2020
changlang district,4,arunachal-pradesh,204367875.072993,84852.0,2020
pakke kessang district,4,arunachal-pradesh,7503555.503947843,3064.0,2020
dibang valley district,4,arunachal-pradesh,6749773.196253154,1705.0,2020
west kameng district,4,arunachal-pradesh,390436113.7366377,129575.0,2020
shi yomi district,4,arunachal-pradesh,6627025.636333689,1103.0,2020
east siang district,4,arunachal-pradesh,250515095.18896663,88632.0,2020
upper subansiri district,4,arunachal-pradesh,109405900.7987589,31426.0,2020
east kameng district,4,arunachal-pradesh,64104581.338872656,16340.0,2020
lohit district,4,arunachal-pradesh,196997836.7993369,80530.0,2020
lepa rada district,4,arunachal-pradesh,39340491.723573,14338.0,2020
tawang district,4,arunachal-pradesh,240482254.58453602,67262.0,2020
namsai district,4,arunachal-pradesh,111916731.5168758,46762.0,2020
lower dibang valley district,1,arunachal-pradesh,90709108.52350861,32427.0,2021
lower subansiri district,1,arunachal-pradesh,106591162.9610342,29916.0,2021
longding district,1,arunachal-pradesh,75573420.97022958,23962.0,2021
west siang district,1,arunachal-pradesh,138700637.2916148,42575.0,2021
kamle district,1,arunachal-pradesh,11023767.7025591,3092.0,2021
upper siang district,1,arunachal-pradesh,73026286.55263102,21312.0,2021
tirap district,1,arunachal-pradesh,110593517.14623192,32043.0,2021
papum pare district,1,arunachal-pradesh,1388723426.715657,419891.0,2021
kurung kumey district,1,arunachal-pradesh,22483754.80073421,4962.0,2021
anjaw district,1,arunachal-pradesh,38844865.55268997,12823.0,2021
siang district,1,arunachal-pradesh,42644184.41156319,13679.0,2021
lower siang district,1,arunachal-pradesh,37929392.80129131,13231.0,2021
kra daadi district,1,arunachal-pradesh,24326518.988243874,6393.0,2021
changlang district,1,arunachal-pradesh,220167765.51868472,78849.0,2021
